prod_id,subcategory_id,sub_category_desc,category_id,category_desc,brand_desc,category_desc_eng
999192014,94974,LEITES INFANTIS,96029,ALIMENTOS INFANTIS,APTAMIL,FOOD CHILDREN
999192034,93456,ESCOVA DENTES ADULTO,95741,ESCOVAS E FIOS DENTIFRICOS,SENSODYNE,TOOTHBRUSHES AND WAXES
999192035,93456,ESCOVA DENTES ADULTO,95741,ESCOVAS E FIOS DENTIFRICOS,SENSODYNE,TOOTHBRUSHES AND WAXES
999192067,90296,CROSS ESCOVAS E FIOS,95741,ESCOVAS E FIOS DENTIFRICOS,ORAL B,TOOTHBRUSHES AND WAXES
999192114,94455,CASTANHA EMBALADA,95939,CASTANHA,NO LABEL,CHESTNUT
999192126,93642,BEB SANGRIA,95792,MISTURAS BEBIBAS,PRIVATE LABEL,BEVERAGE MIXES
999192150,94962,CAFE TORR MOID C/CAF,96026,CAFES E MISTURAS TORRADOS,BUONDI,COFFEES AND ROASTED MIXTURES
999192151,90635,CAPSULAS CAFE,96026,CAFES E MISTURAS TORRADOS,DOLCE GUSTO,COFFEES AND ROASTED MIXTURES
999192169,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,SKIP,WASHING MACHINE DETERGENTS
999192177,94505,LIMAO EMBALADO,95954,CITRINOS,NO LABEL,CITRUS
999192217,94008,GELADOS MULTI-PACK,95863,GELADOS,PRIVATE LABEL,ICE CREAM
999192250,93431,TOALHITA BEBE RECARG,95732,OUT. ARTIGOS DE HIGIENE DO BEBE,PRIVATE LABEL,OUT. BABY HYGIENE ITEMS
999192265,94008,GELADOS MULTI-PACK,95863,GELADOS,PRIVATE LABEL,ICE CREAM
999192320,94008,GELADOS MULTI-PACK,95863,GELADOS,PRIVATE LABEL,ICE CREAM
999192336,91694,BOUQUETS FLORES NATU,95895,FLORES NATURAIS,NO LABEL,NATURAL FLOWERS
999192341,92763,PILHA ALCALINA,95620,PILHAS NORMAIS,NO LABEL,NORMAL BATTERIES
999192342,92763,PILHA ALCALINA,95620,PILHAS NORMAIS,NO LABEL,NORMAL BATTERIES
999192366,93436,CHAMPO COMUM BEBE,95733,CHAMPO E AMACIADOR BEBE,PRIVATE LABEL,BABY SHAMPOO AND CONDITIONER
999192408,93038,OUT BRINQUEDO MENINO,95667,BRINQUEDOS DE MENINO,NO LABEL,BOY TOYS
999192415,93051,PISTA DE CARROS,95670,PISTAS,TURBO ACTION,TRACKS
999192416,93054,OUT CARROS BRINQUEDO,95671,CARROS/MOTAS/CAMIOES,NO LABEL,CARS / MOTORBIKES / TRUCKS
999192451,90767,BARRAS CEREAIS ADULT,96027,CEREAIS DE PEQUENO ALMOCO,FITNESS,BREAKFAST CEREALS
999192452,90767,BARRAS CEREAIS ADULT,96027,CEREAIS DE PEQUENO ALMOCO,FITNESS,BREAKFAST CEREALS
999192453,94800,CREMES P/ BARRAR,95999,DOCES E SIMILARES,CALVÉ,SWEETS AND THE LIKE
999192454,94800,CREMES P/ BARRAR,95999,DOCES E SIMILARES,CALVÉ,SWEETS AND THE LIKE
999192473,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,JACQUOT,SEASONAL CHRISTMAS CHOCOLATES
999192488,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,JACQUOT,SEASONAL CHRISTMAS CHOCOLATES
999192504,91786,ANTI-TUSSICOS EXPECT,95436,TOSSE E CONSTIPACOES,BRONCHODUAL,COUGH AND CONGESTION
999192505,91465,LIQUIDIFICADORA,95570,PREPARACAO COMIDA,MOULINEX,FOOD PREPARATION
999192528,93462,PASTA DENTIFR TRADIC,95742,PASTAS DENTIFRICAS,PRIVATE LABEL,TOOTHPASTE
999192529,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,JACQUOT,SEASONAL CHRISTMAS CHOCOLATES
999192530,90528,INFUSOES COM AROMAS,96023,INFUSOES,LIPTON,INFUSIONS
999192536,94800,CREMES P/ BARRAR,95999,DOCES E SIMILARES,PRIVATE LABEL,SWEETS AND THE LIKE
999192553,90705,PAO ESPECIAL,95071,PAO FMF,NO LABEL,BREAD FMF
999192557,90720,PAO ESPECIAL,95072,PAO FABRICO,NO LABEL,PAO MANUFACTURE
999192583,93425,CHAMPO COMUM,95731,CHAMPO,REVLON,SHAMPOO
999192585,93425,CHAMPO COMUM,95731,CHAMPO,REVLON,SHAMPOO
999192586,93467,SABONETE C/ CREME,95743,SABONETES,NIVEA,SOAPS
999192642,92906,LACOS/SACOS/FITAS,95647,PAPEIS ESPECIAIS,PAPSTAR,SPECIAL ROLES
999192647,90668,BOLO BOLACHA,95964,BOLOS FESTIVOS,NO LABEL,FESTIVE CAKES
999192648,93987,IOGURTE CRIANCA AROM,95855,IOGURTE CRIANCA,YOCO,YOGURT CHILD
999192661,93556,BLOC SANIT LIQ SUP,95765,BLOCO SANIT LIQUIDO,PRIVATE LABEL,TILE CLEANING LIQUID
999192662,93556,BLOC SANIT LIQ SUP,95765,BLOCO SANIT LIQUIDO,PRIVATE LABEL,TILE CLEANING LIQUID
999192670,94338,OUT COUVES EMBALADAS,95928,COUVE,NO LABEL,CABBAGE
999192671,93722,REFRESC CONC LIQUIDO,95808,BEBIDAS CONCENTRADAS,SUNQUICK,CONCENTRATED DRINKS
999192689,92527,TELEMOVEIS-PDAS,95270,TELEMOVEIS,ESTAR,MOBILE PHONES
999192707,93351,ROLO COZINHA BRANCO,95716,ROLOS DE COZINHA,COLHOGAR,KITCHEN ROLLS
999192711,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,HAMLET,SEASONAL CHRISTMAS CHOCOLATES
999192715,94791,CHOC TABLETE PRE/AMA,95998,CHOCOLATES TABLETE,JACQUOT,CHOCOLATE BARS
999192766,94791,CHOC TABLETE PRE/AMA,95998,CHOCOLATES TABLETE,JACQUOT,CHOCOLATE BARS
999192781,94777,CHOC FANTASIAS NATAL,95995,CHOCOLATES SAZONAIS NATAL,FRUTOP,SEASONAL CHRISTMAS CHOCOLATES
999192824,93414,LACA P/CABELO,95729,PRODUTOS P/ PENTEAR,NIVEA,PRODUCTS FOR COMBING
999192825,93395,GEL BARBEAR,95725,PRODUTOS APLICACAO P/ BARBEAR,NIVEA,PRODUCTS FOR SHAVING
999192826,93483,DESOD SPRAY SENHORA,95747,DESODORIZANTES PESSOAIS,NIVEA,PERSONAL DEODORISERS
999192833,94885,OUT SARDINHAS CONSER,96012,SARDINHA EM CONSERVA,ALVA,CANNED SARDINES
999192865,94849,BISCOITOS DIETETICOS,96006,PROD. ALIMENTACAO ESPECIAL,GULLON,PROD. SPECIAL FEEDING
999192866,93322,CREME CORPO,95708,CREMES CORPORAIS,NATURAL HONEY,BODY CREAMS
999192867,93378,PAPEL HIG FOL TRIPLA,95721,PAPEL HIGIENICO,RENOVA,TOILET PAPER
999192906,94753,BOLACHAS DE MANTEIGA,95991,BOLACHAS FINAS,DAN CAKE,FINE WAFERS
999192923,94227,FRUTO SECO S/C AVULS,95901,FRUTOS SECOS AVULSO,FERBAR,NUTS
999192939,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,FRUTOP,SEASONAL CHRISTMAS CHOCOLATES
999192940,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,FRUTOP,SEASONAL CHRISTMAS CHOCOLATES
999192944,94777,CHOC FANTASIAS NATAL,95995,CHOCOLATES SAZONAIS NATAL,DISNEY,SEASONAL CHRISTMAS CHOCOLATES
999192947,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,BON-O-BON,SEASONAL CHRISTMAS CHOCOLATES
999192967,92477,ASPIRADOR,95851,CONSERVACAO E LIMPEZA DE SOLOS,ROWENTA,SOIL CONSERVATION AND CLEANING
999192989,94749,BOLACHA SORTIDOS,95991,BOLACHAS FINAS,FRUTOP,FINE WAFERS
999193043,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,LACASA,SEASONAL CHRISTMAS CHOCOLATES
999193064,93590,DET LAVA TUDO PERFUM,95779,LAVA TUDO,CIF,WASH EVERYTHING
999193101,91326,ACOMPANHAMENTOS,95194,ACOMPANHAMENTOS,NO LABEL,ACCOMPANIMENTS
999193210,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,FRIEDEL,SEASONAL CHRISTMAS CHOCOLATES
999193243,94777,CHOC FANTASIAS NATAL,95995,CHOCOLATES SAZONAIS NATAL,REGINA,SEASONAL CHRISTMAS CHOCOLATES
999193271,93302,CONJ PERF NATAL SENH,95704,PERFUMARIA NATAL,DOVE,CHRISTMAS PERFUMERY
999193428,94780,BOMBONS RECHEADOS,95996,BOMBONS,JACQUOT,BONBONS
999193456,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,MERCI,SEASONAL CHRISTMAS CHOCOLATES
999193475,93524,AMBIENTAD ELECT REC,95757,AMBIENTADOR ELECT,AIRWICK,AIR FRESHENERS ELECT
999193498,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,NESTLE,SEASONAL CHRISTMAS CHOCOLATES
999193499,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,NESTLE,SEASONAL CHRISTMAS CHOCOLATES
999193522,94364,OUT PRODUTOS 4A GAMA,95930,PRODUTOS 4A GAMA,NO LABEL,4A RANGE PRODUCTS
999193552,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,DEBLEN,WASHING MACHINE DETERGENTS
999193564,94891,ATUM CONS DIVERSOS,96013,ATUM EM CONSERVA,BOM  PETISCO,CANNED TUNA
999193585,94592,PAO REGIONAL,95968,PAO DE PADARIA,NO LABEL,BAKERY BREAD
999193681,90577,DOCES FRUTA,95999,DOCES E SIMILARES,CASA  DE MATEUS,SWEETS AND THE LIKE
999193715,93585,ABRASIVO WC,95778,ABRASIVOS,DOMESTOS,ABRASIVES
999193716,93585,ABRASIVO WC,95778,ABRASIVOS,DOMESTOS,ABRASIVES
999193717,93585,ABRASIVO WC,95778,ABRASIVOS,DOMESTOS,ABRASIVES
999193793,93764,PAIO FATIADO_LS,95811,ENCHIDOS_LS,IZIDORO,SAUSAGES
999193811,93425,CHAMPO COMUM,95731,CHAMPO,ULTRA SUAVE,SHAMPOO
999193815,93527,DEO AMBIENTE-AC PONT,95758,AMBIENTADOR N/ELECT,PRIVATE LABEL,AIR FRESHENER N / ELECT
999193816,93527,DEO AMBIENTE-AC PONT,95758,AMBIENTADOR N/ELECT,PRIVATE LABEL,AIR FRESHENER N / ELECT
999193817,93524,AMBIENTAD ELECT REC,95757,AMBIENTADOR ELECT,PRIVATE LABEL,AIR FRESHENERS ELECT
999193845,90415,BATONS CIEIRO,95714,PRIMEIROS SOCORROS,LABELLO,FIRST AID
999193846,90415,BATONS CIEIRO,95714,PRIMEIROS SOCORROS,LABELLO,FIRST AID
999193873,93548,PANO LIMPEZ MULTIUSO,95763,PANOS LIMPEZA,PRIVATE LABEL,CLEANING CLOTHS
999193884,93392,LAMINAS DESCARTAVEIS,95724,LAMINAS E MAQUINAS BARBEAR,GILLETTE,RAZORS AND SHAVING MACHINES
999193886,93425,CHAMPO COMUM,95731,CHAMPO,ELVIVE,SHAMPOO
999193901,94957,CEVADA,96025,"CAFES,MISTURAS E SUCEDANEOS SOLUVEIS",PENSAL,"CAFES, MIXTURES AND SOLVABLE SOLVENTS"
999193920,90677,PAO ESPECIAL,95067,PAO PRONTO,NO LABEL,BREAD READY
999193949,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,MON CHERI,SEASONAL CHRISTMAS CHOCOLATES
999193957,94778,CHOC SAZ NATAL CART,95995,CHOCOLATES SAZONAIS NATAL,FERRERO ROCHER,SEASONAL CHRISTMAS CHOCOLATES
999193973,91423,SALADAS 4ªGAMA,95254,SALADAS,NO LABEL,SALADS
999193984,94641,PEIXE CORTE CG ATEND,95974,PEIXE CONGELADO ATENDIMENTO,NO LABEL,FROZEN FISH SERVICE
999193988,91461,MODEL/ ALISAD CABELO,95567,CUIDADOS PESSOAIS,PHILIPS,PERSONAL CARES
999193990,91423,SALADAS 4ªGAMA,95254,SALADAS,NO LABEL,SALADS
999193993,94135,AVES ESP FORN,95888,CARNE AVES FRESCAS,NO LABEL,FRESH POULTRY MEAT
999194031,93768,SALPICAO INTEIRO_LS,95811,ENCHIDOS_LS,BEIRA LAMEGO,SAUSAGES
999194086,94786,CHOC SNACKS PACK,95997,OUTROS CHOCOLATES,KINDER,OTHER CHOCOLATES
999194087,94784,CHOCOLATES FANTASIAS,95997,OUTROS CHOCOLATES,KINDER,OTHER CHOCOLATES
999194092,93037,BRINQUEDO 1A IDADE,95666,OUTROS BRINQUEDOS,NO LABEL,OTHER TOYS
999194142,93037,BRINQUEDO 1A IDADE,95666,OUTROS BRINQUEDOS,NO LABEL,OTHER TOYS
999194179,93035,BRINB CONSTR 1A IDAD,95666,OUTROS BRINQUEDOS,NO LABEL,OTHER TOYS
999194192,93464,SABONETE GLICERINA,95743,SABONETES,FOZ,SOAPS
999194193,93469,SABONETE LIQUIDO DOS,95743,SABONETES,FOZ,SOAPS
999194198,94012,SOBREMESA TRADIC CG,95864,SOBREMESAS CONGELADAS,OREO,FROZEN DESSERTS
999194199,93322,CREME CORPO,95708,CREMES CORPORAIS,NATURAL HONEY,BODY CREAMS
999194202,91539,"SOROS, AGUAS E ASPIR",95422,HIGIENE NASAL,RHINOMER,NASAL HYGIENE
999194228,93431,TOALHITA BEBE RECARG,95732,OUT. ARTIGOS DE HIGIENE DO BEBE,PRIVATE LABEL,OUT. BABY HYGIENE ITEMS
999194285,90635,CAPSULAS CAFE,96026,CAFES E MISTURAS TORRADOS,KAFFA,COFFEES AND ROASTED MIXTURES
999194337,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,WOOLITE,WASHING MACHINE DETERGENTS
999194338,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,WOOLITE,WASHING MACHINE DETERGENTS
999194343,93983,IOGURTE BICOMP CRIAN,95855,IOGURTE CRIANCA,REINA,YOGURT CHILD
999194344,93431,TOALHITA BEBE RECARG,95732,OUT. ARTIGOS DE HIGIENE DO BEBE,PRIVATE LABEL,OUT. BABY HYGIENE ITEMS
999194393,93331,PELE ADULTA,95710,TRATAMENTO ROSTO,DIADERMINE,FACE TREATMENT
999194522,93431,TOALHITA BEBE RECARG,95732,OUT. ARTIGOS DE HIGIENE DO BEBE,PRIVATE LABEL,OUT. BABY HYGIENE ITEMS
999194597,90635,CAPSULAS CAFE,96026,CAFES E MISTURAS TORRADOS,KAFFA,COFFEES AND ROASTED MIXTURES
999194598,94011,PASTELARIA CONGELADA,95864,SOBREMESAS CONGELADAS,PRIVATE LABEL,FROZEN DESSERTS
999194599,94011,PASTELARIA CONGELADA,95864,SOBREMESAS CONGELADAS,PRIVATE LABEL,FROZEN DESSERTS
999194611,92636,COMIDA SECA P/CAO,95594,COMIDA SECA ANIMAIS,PRIVATE LABEL,DRY FOOD ANIMALS
999194612,92637,COMIDA SECA P/GATO,95594,COMIDA SECA ANIMAIS,PRIVATE LABEL,DRY FOOD ANIMALS
999194705,93768,SALPICAO INTEIRO_LS,95811,ENCHIDOS_LS,PRIVATE LABEL,SAUSAGES
999194706,93783,CHOURICO REGIONAL_LS,95811,ENCHIDOS_LS,PRIVATE LABEL,SAUSAGES
999194729,93647,VINHO MOSCATEL,95793,BEBIDAS DIGESTIVOS/APERITIVOS,ALAMBRE,DIGESTIVE DRINKS / SNACKS
999194732,90606,MASSAS NOODLES,96018,REFEICOES PRONTAS E COMPONENTES,MAGGI,READY MEALS AND COMPONENTS
999194733,93961,MANTEIGA C/SAL FAMIL,95852,MANTEIGA,NOVA AÇORES,BUTTER
999194734,91849,MISTURAS VEGETAIS,95865,VEGETAIS CONGELADOS,PRIVATE LABEL,FROZEN VEGETABLES
999194767,94859,ESPECIARIA ERVAS PAC,96009,ESPECIARIAS,MARGAO,SPICES
999194957,91726,GELATINA REFRIGERAD,95853,SOBREMESAS REFRIGERADAS,PRIVATE LABEL,REFRIGERATED DESSERTS
999194958,91726,GELATINA REFRIGERAD,95853,SOBREMESAS REFRIGERADAS,ROYAL,REFRIGERATED DESSERTS
999194959,94734,BOLO SNACK EMBALADO,95988,MADALENAS/QUEQUES E SIMILARES EMBALADOS,PANRICO,CUPCAKES AND SIMILAR PACKS
999194967,93179,TREM COZINHA INOX,95691,ARTIGOS INOX COZINHA,HOME SELECTION,KITCHEN STAINLESS STEEL ARTICLES
999194977,93119,ACESSORIOS COZINHA,95685,ARTIGOS DIVERSOS COZINHA,HOME SELECTION,MISCELLANEOUS ITEMS
999194999,93160,CAIXA/CONTENT ARRUMA,95061,ARTIGOS PARA ARRUMAÇÃO,HOME SELECTION,STORAGE ITEMS
999195000,93160,CAIXA/CONTENT ARRUMA,95061,ARTIGOS PARA ARRUMAÇÃO,HOME SELECTION,STORAGE ITEMS
999195104,93041,OUT BRINQUEDO MENINA,95668,BRINQUEDOS DE MENINA,NO LABEL,GIRL TOYS
999195155,93949,IOG ENRIQUEC PEDACOS,95856,IOGURTE ESPECIALIDADES,PRIVATE LABEL,YOGURT SPECIALTIES
999195377,93189,FRITAD/FRIGID TEFLON,95692,ARTIGOS TEFLON COZINHA,VITRINOR,TEFLON KITCHEN ITEMS
999195400,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,XAU,WASHING MACHINE DETERGENTS
999195401,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,XAU,WASHING MACHINE DETERGENTS
999195402,93600,DET MAQ LOUCA PASTIL,95782,DETERGENTES MAQUINA LOICA,FAIRY,DISHWASHING MACHINE DETERGENTS
999195403,93600,DET MAQ LOUCA PASTIL,95782,DETERGENTES MAQUINA LOICA,FAIRY,DISHWASHING MACHINE DETERGENTS
999195405,93600,DET MAQ LOUCA PASTIL,95782,DETERGENTES MAQUINA LOICA,FAIRY,DISHWASHING MACHINE DETERGENTS
999195406,93595,DET MAQ LOUCA CONCEN,95781,DETERGENTES MANUAIS LOICA,FAIRY,HAND DISHWASHING DETERGENTS
999195407,93595,DET MAQ LOUCA CONCEN,95781,DETERGENTES MANUAIS LOICA,FAIRY,HAND DISHWASHING DETERGENTS
999195408,93595,DET MAQ LOUCA CONCEN,95781,DETERGENTES MANUAIS LOICA,FAIRY,HAND DISHWASHING DETERGENTS
999195411,93419,AMACIAD CABELO NORMA,95730,AMACIADORES P/ CABELO,PANTENE,HAIR CONDITIONERS
999195412,93425,CHAMPO COMUM,95731,CHAMPO,PANTENE,SHAMPOO
999195425,93379,PAPEL HIG FOL DUPLA,95721,PAPEL HIGIENICO,RENOVA,TOILET PAPER
999195478,91425,SUMO SIMPLES,95256,SUMO SIMPLES,NO LABEL,SIMPLE JUICE
999195479,91425,SUMO SIMPLES,95256,SUMO SIMPLES,NO LABEL,SIMPLE JUICE
999195526,90561,PAPEL HIG COMPACTO,95721,PAPEL HIGIENICO,SCOTTEX,TOILET PAPER
999195552,93456,ESCOVA DENTES ADULTO,95741,ESCOVAS E FIOS DENTIFRICOS,PRIVATE LABEL,TOOTHBRUSHES AND WAXES
999195553,93456,ESCOVA DENTES ADULTO,95741,ESCOVAS E FIOS DENTIFRICOS,PRIVATE LABEL,TOOTHBRUSHES AND WAXES
999195554,94839,OUT PROD NATURAIS,96006,PROD. ALIMENTACAO ESPECIAL,PRIVATE LABEL,PROD. SPECIAL FEEDING
999195555,93684,VINHO REGIAO DAO,95797,VINHOS FINOS,FORAL D.HENRIQUE,FINE WINES
999195658,90581,OUTROS VEGETAIS CONS,96017,VEGETAIS CONSERV./ENLATADOS,PRIVATE LABEL,CANNED VEGETABLES
999195682,93783,CHOURICO REGIONAL_LS,95811,ENCHIDOS_LS,FUMEIROS DA GUARDA,SAUSAGES
999195687,93477,GEL BANHO NATURAL,95746,GEL BANHO,LACTOVIT,SHOWER GEL
999195766,90620,FIBRA,96027,CEREAIS DE PEQUENO ALMOCO,KELLOGG´S,BREAKFAST CEREALS
999195768,93552,ESFREGAO FIBRA NORMA,95764,ESFREGOES,PRIVATE LABEL,SCRUBS
999195821,93042,BONECAS GRANDES,95668,BRINQUEDOS DE MENINA,NO LABEL,GIRL TOYS
999195830,93041,OUT BRINQUEDO MENINA,95668,BRINQUEDOS DE MENINA,NO LABEL,GIRL TOYS
999195886,93548,PANO LIMPEZ MULTIUSO,95763,PANOS LIMPEZA,PRIVATE LABEL,CLEANING CLOTHS
999195888,93548,PANO LIMPEZ MULTIUSO,95763,PANOS LIMPEZA,PRIVATE LABEL,CLEANING CLOTHS
999195889,93093,PANO PO,95681,ACESSORIOS LIMPEZA PO,PRIVATE LABEL,CLEANING ACCESSORIES
999195890,93548,PANO LIMPEZ MULTIUSO,95763,PANOS LIMPEZA,PRIVATE LABEL,CLEANING CLOTHS
999195897,93552,ESFREGAO FIBRA NORMA,95764,ESFREGOES,PRIVATE LABEL,SCRUBS
999195914,90618,CRIANÇA CHOCOLATE,96027,CEREAIS DE PEQUENO ALMOCO,PRIVATE LABEL,BREAKFAST CEREALS
999195921,94756,BOLACHA C/ PEDACOS,95991,BOLACHAS FINAS,PRIVATE LABEL,FINE WAFERS
999195930,93595,DET MAQ LOUCA CONCEN,95781,DETERGENTES MANUAIS LOICA,FAIRY,HAND DISHWASHING DETERGENTS
999195977,91413,LAMPADA LED,95622,OUTRAS LAMPADAS,NO LABEL,OTHER BULBS
999195978,91413,LAMPADA LED,95622,OUTRAS LAMPADAS,NO LABEL,OTHER BULBS
999195979,91413,LAMPADA LED,95622,OUTRAS LAMPADAS,NO LABEL,OTHER BULBS
999195983,90563,SAQUETAS FORNO,96018,REFEICOES PRONTAS E COMPONENTES,PRIVATE LABEL,READY MEALS AND COMPONENTS
999195991,93611,AMACIADOR ROUPA CONC,95786,AMACIADORES ROUPA,QUANTO,FABRIC SOFTENERS
999195992,93611,AMACIADOR ROUPA CONC,95786,AMACIADORES ROUPA,QUANTO,FABRIC SOFTENERS
999195993,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,SKIP,WASHING MACHINE DETERGENTS
999195994,93600,DET MAQ LOUCA PASTIL,95782,DETERGENTES MAQUINA LOICA,FAIRY,DISHWASHING MACHINE DETERGENTS
999195995,93600,DET MAQ LOUCA PASTIL,95782,DETERGENTES MAQUINA LOICA,FAIRY,DISHWASHING MACHINE DETERGENTS
999196001,93595,DET MAQ LOUCA CONCEN,95781,DETERGENTES MANUAIS LOICA,FAIRY,HAND DISHWASHING DETERGENTS
999196002,94756,BOLACHA C/ PEDACOS,95991,BOLACHAS FINAS,PRIVATE LABEL,FINE WAFERS
999196004,93679,VINHO REGIAO ALENTEJ,95797,VINHOS FINOS,CASTELO DE ARRAIOLOS,FINE WINES
999196005,93679,VINHO REGIAO ALENTEJ,95797,VINHOS FINOS,RIO DOS PATOS,FINE WINES
999196018,90563,SAQUETAS FORNO,96018,REFEICOES PRONTAS E COMPONENTES,PRIVATE LABEL,READY MEALS AND COMPONENTS
999196019,94734,BOLO SNACK EMBALADO,95988,MADALENAS/QUEQUES E SIMILARES EMBALADOS,PANRICO,CUPCAKES AND SIMILAR PACKS
999196033,93621,DET MAQ ROUPA TRADIC,95788,DETERGENTES MAQUINA ROUPA,SKIP,WASHING MACHINE DETERGENTS
999196036,94746,OUT BOLACHAS FINAS,95991,BOLACHAS FINAS,CUETARA,FINE WAFERS
999196040,94793,CHOC TABLETE FRU SEC,95998,CHOCOLATES TABLETE,MILKA,CHOCOLATE BARS
999196045,94746,OUT BOLACHAS FINAS,95991,BOLACHAS FINAS,BELVITA,FINE WAFERS
999196046,94746,OUT BOLACHAS FINAS,95991,BOLACHAS FINAS,BELVITA,FINE WAFERS
999196047,94755,BOLACHA DIGESTIVA,95991,BOLACHAS FINAS,TRIUNFO,FINE WAFERS
999196048,94752,BOLACHA RECHEADA,95991,BOLACHAS FINAS,OREO,FINE WAFERS
999196049,94752,BOLACHA RECHEADA,95991,BOLACHAS FINAS,OREO,FINE WAFERS
999196050,93322,CREME CORPO,95708,CREMES CORPORAIS,NATURAL HONEY,BODY CREAMS
999196051,93600,DET MAQ LOUCA PASTIL,95782,DETERGENTES MAQUINA LOICA,SUN,DISHWASHING MACHINE DETERGENTS
999196054,91329,PRATOS VEGETARIANOS,95196,PRATOS VEGETARIANOS,NO LABEL,VEGETARIAN DISHES
999196076,90570,GELATINAS PO LIGHT,96002,GELATINAS,ROYAL,JELLIES
999196077,94073,POTA CONGELADA EMBAL,95469,MOLUSCOS,PESCANOVA,MOLLUSKS
999196078,94951,INFUSOES COM AROMAS,96023,INFUSOES,LIPTON,INFUSIONS
999196082,93368,FRALDA T6,95720,FRALDAS,DODOT,DIAPERS
999196083,93369,FRALDA T5,95720,FRALDAS,DODOT,DIAPERS
999196086,91759,CREME DE ROSTO ANTIE,95417,CUIDADOS DE ROSTO,VICHY,FACE CARE
999196104,91715,MASSAS FRESCAS,95402,PRONTO A COMER,PRIVATE LABEL,READY TO EAT
999196109,90515,NECTAR LAYOUT REF,95803,SUMOS DE FRUTA,COMPAL,FRUIT JUICES
999196113,93467,SABONETE C/ CREME,95743,SABONETES,PRIVATE LABEL,SOAPS
999196115,90515,NECTAR LAYOUT REF,95803,SUMOS DE FRUTA,COMPAL,FRUIT JUICES
999196116,90515,NECTAR LAYOUT REF,95803,SUMOS DE FRUTA,COMPAL,FRUIT JUICES
999196121,90606,MASSAS NOODLES,96018,REFEICOES PRONTAS E COMPONENTES,PRIVATE LABEL,READY MEALS AND COMPONENTS
999196122,90606,MASSAS NOODLES,96018,REFEICOES PRONTAS E COMPONENTES,PRIVATE LABEL,READY MEALS AND COMPONENTS
999196124,93782,CHOURICO PRETO_LS,95811,ENCHIDOS_LS,FUMEIROS DA GUARDA,SAUSAGES
999196125,93783,CHOURICO REGIONAL_LS,95811,ENCHIDOS_LS,FUMEIROS DA GUARDA,SAUSAGES
999196128,94719,BATATA FRITA I OND S,95985,BATATA FRITA,PRIVATE LABEL,FRENCH FRIES
999196129,94721,BATATA FRITA I LIS S,95985,BATATA FRITA,PRIVATE LABEL,FRENCH FRIES
999196132,94790,CHOC TABLETE RECH/AR,95998,CHOCOLATES TABLETE,LINDT,CHOCOLATE BARS
999196135,94793,CHOC TABLETE FRU SEC,95998,CHOCOLATES TABLETE,MILKA,CHOCOLATE BARS
999196297,90635,CAPSULAS CAFE,96026,CAFES E MISTURAS TORRADOS,KAFFA,COFFEES AND ROASTED MIXTURES
999196304,90603,MOLHOS QUENTES,96010,MOLHOS,D.DUARTE,SAUCES
999196305,90618,CRIANÇA CHOCOLATE,96027,CEREAIS DE PEQUENO ALMOCO,PRIVATE LABEL,BREAKFAST CEREALS
999196314,91730,B SOJA UHT AROMATIZ,95405,BEBIDAS DE SOJA UHT,VIVE SOY,UHT SOY DRINKS
999196354,93493,DESOD ROLL-ON HOMEM,95747,DESODORIZANTES PESSOAIS,NIVEA,PERSONAL DEODORISERS
999196383,93614,SABOES,95787,DETERGENTES MANUAIS ROUPA,CLARIM,LAUNDRY DETERGENTS
999196413,93617,DET MAQ ROUPA LIQUID,95788,DETERGENTES MAQUINA ROUPA,ARIEL,WASHING MACHINE DETERGENTS
999196417,94794,CHOC TABLETE BRANCO,95998,CHOCOLATES TABLETE,PRIVATE LABEL,CHOCOLATE BARS
999196428,93188,GRELHADOR TEFLON,95692,ARTIGOS TEFLON COZINHA,CELAR,TEFLON KITCHEN ITEMS
